Accession2,gene,totalCount,CountX,CountY,meanX,meanY,type,comparison,log10X,log10Y
MMAR_2504,pyrG,18,9,9,91606.4111111111,64319.9674444444,Cell Associated,∆mas/comp,4.9619258690035,4.80834581592227
MMAR_2505,MMAR_2505,18,9,9,7024.72774444444,3491.89,Cell Associated,∆mas/comp,3.84662949706442,3.54306055429314
MMAR_2506,xerD,18,9,9,15396.9304666667,3099.07393333333,Cell Associated,∆mas/comp,4.18743414848182,3.49123193714786
MMAR_2507,MMAR_2507,18,9,9,3780.88756666667,2365.06608888889,Cell Associated,∆mas/comp,3.57759376281552,3.3738432810733
MMAR_2508,MMAR_2508,18,9,9,620.400735555556,1061.07961888889,Cell Associated,∆mas/comp,2.79267230404732,3.02574797272959
MMAR_2510,MMAR_2510,11,6,5,127.216640666667,157.031068,Cell Associated,∆mas/comp,2.10454392323869,2.19598558442286
MMAR_2511,MMAR_2511,18,9,9,681.265168888889,639.937651111111,Cell Associated,∆mas/comp,2.83331618529042,2.80613766289413
MMAR_2512,MMAR_2512,12,6,6,1049.439845,235.776829166667,Cell Associated,∆mas/comp,3.02095754941361,2.37250112281375
MMAR_2513,MMAR_2513,17,8,9,220.3578465,245.692058,Cell Associated,∆mas/comp,2.34312851947485,2.39039111813038
MMAR_2514,MMAR_2514,12,6,6,471.171384333333,439.99396,Cell Associated,∆mas/comp,2.67317890655938,2.64344671476647
MMAR_2515,MMAR_2515,6,3,3,412.025093333333,443.771226666667,Cell Associated,∆mas/comp,2.61492366643201,2.6471591399307
MMAR_2516,MMAR_2516,12,6,6,796.310598333333,2634.437645,Cell Associated,∆mas/comp,2.90108249591846,3.4206879236327
MMAR_2518,MMAR_2518,6,3,3,2030.32323333333,393.18068,Cell Associated,∆mas/comp,3.30756518435563,2.59459216944613
MMAR_2520,MMAR_2520,11,6,5,319.392798333333,291.248134,Cell Associated,∆mas/comp,2.50432511944381,2.4642631515582
MMAR_2522,MMAR_2522,15,6,9,651.493377666667,326.922528888889,Cell Associated,∆mas/comp,2.81391000553219,2.51444484971771
MMAR_2523,MMAR_2523,18,9,9,20198.2051111111,12346.3451444444,Cell Associated,∆mas/comp,4.30531277811127,4.09153841358626
MMAR_2524,MMAR_2524,12,6,6,246.76842,310.729455,Cell Associated,∆mas/comp,2.39228958041272,2.49238242331497
MMAR_2525,MMAR_2525,18,9,9,2624.76666666667,2021.20417111111,Cell Associated,∆mas/comp,3.4190907020722,3.30561018581034
MMAR_2526,MMAR_2526,18,9,9,13453.8256111111,9583.35663333333,Cell Associated,∆mas/comp,4.12884579404524,3.98151765020677
MMAR_2527,cmk,18,9,9,10597.94,10584.5949666667,Cell Associated,∆mas/comp,4.02522145643679,4.02467424382853
MMAR_2528,engA,18,9,9,12970.799,11929.386,Cell Associated,∆mas/comp,4.11296672940738,4.07661809130872
MMAR_2531,MMAR_2531,18,9,9,572.193194444444,441.658478888889,Cell Associated,∆mas/comp,2.75754268808511,2.64508657236901
MMAR_2532,MMAR_2532,12,6,6,2996.03374166667,2074.52993333333,Cell Associated,∆mas/comp,3.47654670012794,3.31691970563291
MMAR_2534,MMAR_2534,3,0,3,NA,111.47552,Cell Associated,∆mas/comp,0,2.04717950688039
MMAR_2536,MMAR_2536,18,9,9,36332.6576666667,32492.5805555556,Cell Associated,∆mas/comp,4.56029716686224,4.51178420431307
MMAR_2537,MMAR_2537,18,9,9,75309.3427777778,62511.1254444444,Cell Associated,∆mas/comp,4.87684885754385,4.79595731797034
MMAR_2539,MMAR_2539,18,9,9,1816.78674444444,1925.66826666667,Cell Associated,∆mas/comp,3.25930395254389,3.28458147366867
MMAR_2542,MMAR_2542,6,3,3,9619.3764,23885.377,Cell Associated,∆mas/comp,3.98314691873041,4.3781321004541
MMAR_2546,MMAR_2546,12,6,6,8117.30841666667,12916.2434,Cell Associated,∆mas/comp,3.90941204727446,4.1111362204796
MMAR_2547,MMAR_2547,18,9,9,572.193194444444,441.658478888889,Cell Associated,∆mas/comp,2.75754268808511,2.64508657236901
MMAR_2548,MMAR_2548,12,6,6,2996.03374166667,2074.52993333333,Cell Associated,∆mas/comp,3.47654670012794,3.31691970563291
MMAR_2552,MMAR_2552,12,6,6,877.534638333333,732.699566666667,Cell Associated,∆mas/comp,2.94326426808958,2.86492593468855
MMAR_2553,MMAR_2553,6,3,3,408.348056666667,456.31891,Cell Associated,∆mas/comp,2.61103049311675,2.65926846644631
MMAR_2554,MMAR_2554,6,3,3,2152.0485,302.171973333333,Cell Associated,∆mas/comp,3.33285205465468,2.4802541807471
MMAR_2557,MMAR_2557,18,9,9,3426.35426666667,2651.80621111111,Cell Associated,∆mas/comp,3.53483226467276,3.42354178348832
MMAR_2559,MMAR_2559,18,9,9,3773.02902,2143.77524222222,Cell Associated,∆mas/comp,3.57669014556076,3.33117925108634
MMAR_2560,MMAR_2560,18,9,9,1335.67705166667,1246.65007333333,Cell Associated,∆mas/comp,3.12570146440183,3.09574456691312
MMAR_2565,MMAR_2565,6,3,3,223.631473333333,114.758889333333,Cell Associated,∆mas/comp,2.34953292503326,2.05978633637826
MMAR_2568,MMAR_2568,18,9,9,10975.1568222222,8961.08601111111,Cell Associated,∆mas/comp,4.04041073452137,3.95236064582861
MMAR_2570,MMAR_2570,18,9,9,17702.0901111111,11408.3256666667,Cell Associated,∆mas/comp,4.24802454716022,4.05722191023022
MMAR_2571,gabD2,18,9,9,72857.7957777778,59409.3805555556,Cell Associated,∆mas/comp,4.86247602806389,4.77385502413722
MMAR_2572,MMAR_2572,18,9,9,2624.45299555556,8020.27576222222,Cell Associated,∆mas/comp,3.41903879887834,3.90418930094657
MMAR_2573,MMAR_2573,18,9,9,10067.6301444444,9704.77455555556,Cell Associated,∆mas/comp,4.0029272524487,3.98698545106746
MMAR_2574,MMAR_2574,18,9,9,802.850761555556,302.181091111111,Cell Associated,∆mas/comp,2.90463482366413,2.48026728500952
MMAR_2576,pknK,18,9,9,2569.21960333333,1031.64618555556,Cell Associated,∆mas/comp,3.40980122705334,3.01353077674132
MMAR_2577,MMAR_2577,18,9,9,8091.68772888889,5324.70333333333,Cell Associated,∆mas/comp,3.90803911430672,3.72629541600084
MMAR_2578,MMAR_2578,6,3,3,194.676346666667,112.647728,Cell Associated,∆mas/comp,2.28931318759513,2.05172243683203
MMAR_2580,MMAR_2580,18,9,9,2195.73981777778,2729.48076666667,Cell Associated,∆mas/comp,3.34158087749126,3.4360800383892
MMAR_2581,pknE,18,9,9,3096.73727777778,2260.3993,Cell Associated,∆mas/comp,3.49090436207257,3.35418516413365
MMAR_2584,ceoC1,17,8,9,1585.08381875,1007.70978777778,Cell Associated,∆mas/comp,3.20005223252104,3.00333547683783
MMAR_2585,tex,18,9,9,34094.0376666667,24631.7257777778,Cell Associated,∆mas/comp,4.53267843662096,4.39149484097062
MMAR_2586,MMAR_2586,18,9,9,609.25595,610.44688,Cell Associated,∆mas/comp,2.78479977920194,2.78564787839295
MMAR_2589,MMAR_2589,12,6,6,132.421101,223.633463333333,Cell Associated,∆mas/comp,2.12195719445178,2.34953678961529
MMAR_2590,MMAR_2590,18,9,9,2214.60708888889,2611.13337777778,Cell Associated,∆mas/comp,3.34529668574475,3.41682905633212
MMAR_2592,MMAR_2592,18,9,9,4575.50145555556,871.046596666667,Cell Associated,∆mas/comp,3.66043869784431,2.94004138822686
MMAR_2597,fadD13,6,3,3,1901.85233333333,1089.50886,Cell Associated,∆mas/comp,3.27917679372227,3.03723076632478
MMAR_2600,MMAR_2600,12,6,6,1145.10272833333,235.069631666667,Cell Associated,∆mas/comp,3.05884444942442,2.37119652682176
MMAR_2601,MMAR_2601,18,9,9,1293.40989111111,1254.13360777778,Cell Associated,∆mas/comp,3.11173617780992,3.09834380605586
MMAR_2605,MMAR_2605,5,2,3,171.015505,130.36227,Cell Associated,∆mas/comp,2.23303548717974,2.11515191423473
MMAR_2606,pknF_3,18,9,9,12925.6961511111,9770.85111111111,Cell Associated,∆mas/comp,4.1114539425934,3.98993239552632
MMAR_2608,maoX,6,3,3,2299.1568,3046.85336666667,Cell Associated,∆mas/comp,3.36156859069191,3.48385155380262
MMAR_2610,MMAR_2610,18,9,9,42025.1495555556,43782.5612222222,Cell Associated,∆mas/comp,4.62350926764481,4.64130116363079
MMAR_2611,MMAR_2611,18,9,9,16311.9906666667,17395.1732222222,Cell Associated,∆mas/comp,4.21250696427717,4.24042875783674
MMAR_2612,MMAR_2612,18,9,9,9367.62266666667,10441.4920444444,Cell Associated,∆mas/comp,3.97162938878026,4.01876256192003
MMAR_2613,MMAR_2613,9,3,6,86.6399016666667,314.24392,Cell Associated,∆mas/comp,1.93771795070812,2.49726688369771
MMAR_2615,MMAR_2615,6,3,3,1162.59328666667,1300.81273333333,Cell Associated,∆mas/comp,3.06542781081714,3.11421477947181
MMAR_2616,MMAR_2616,18,9,9,601.170525555556,1025.75691,Cell Associated,∆mas/comp,2.77899767966209,3.01104445126875
MMAR_2617,araD,18,9,9,477.157846666667,713.741572222222,Cell Associated,∆mas/comp,2.67866207001784,2.85354099318526
MMAR_2618,MMAR_2618,18,9,9,1767.72010222222,2382.41962,Cell Associated,∆mas/comp,3.24741350067506,3.37701825697906
MMAR_2620,MMAR_2620,18,9,9,14266.1324444444,11676.0948333333,Cell Associated,∆mas/comp,4.15430625162244,4.06729761367347
MMAR_2623,MMAR_2623,18,9,9,38908.5484444444,37549.511,Cell Associated,∆mas/comp,4.59004502894491,4.5746042856442
MMAR_2624,MMAR_2624,6,3,3,1244.85546666667,431.726843333333,Cell Associated,∆mas/comp,3.09511893081094,2.6352090524763
MMAR_2625,fadD1,18,9,9,4301.6691,1860.92881777778,Cell Associated,∆mas/comp,3.63363699982848,3.26972976128898
MMAR_2626,MMAR_2626,6,3,3,6711.89445666667,3726.8214,Cell Associated,∆mas/comp,3.82684511867171,3.5713385806119
MMAR_2627,MMAR_2627,18,9,9,11577.2313111111,8146.59821111111,Cell Associated,∆mas/comp,4.06360471050757,3.91097629750614
MMAR_2628,MMAR_2628,18,9,9,5884.09915555556,4276.47726666667,Cell Associated,∆mas/comp,3.76967998260542,3.63108616770445
MMAR_2629,MMAR_2629,6,3,3,668.449763333333,921.12474,Cell Associated,∆mas/comp,2.82506877386137,2.96431844694533
MMAR_2631,cyp143A3,6,3,3,452.63277,360.768743333333,Cell Associated,∆mas/comp,2.65574599308971,2.55722890363187
MMAR_2632,MMAR_2632,18,9,9,1763.63654111111,1612.3619,Cell Associated,∆mas/comp,3.24640908847506,3.20746252725374
MMAR_2635,MMAR_2635,18,9,9,12719.5608555556,13153.2171222222,Cell Associated,∆mas/comp,4.10447211749941,4.11903198914122
MMAR_2636,MMAR_2636,18,9,9,550.433556666667,1021.56751333333,Cell Associated,∆mas/comp,2.7407049023912,3.00926707356194
MMAR_2637,MMAR_2637,18,9,9,2105.21875444444,2440.9349,Cell Associated,∆mas/comp,3.32329723029615,3.38755619689044
MMAR_2638,MMAR_2638,18,9,9,40935.0214444444,25458.3481111111,Cell Associated,∆mas/comp,4.61209502223752,4.40583022062544
MMAR_2639,MMAR_2639,6,3,3,508.50633,1202.07561666667,Cell Associated,∆mas/comp,2.70629636348681,3.07993178785653
MMAR_2640,MMAR_2640,6,3,3,1657.26826666667,1026.1574,Cell Associated,∆mas/comp,3.21939281457677,3.01121398134943
MMAR_2642,MMAR_2642,6,3,3,148.97422,125.416873333333,Cell Associated,∆mas/comp,2.17311112022146,2.0983559695297
MMAR_2643,MMAR_2643,18,9,9,2225.3896,2130.31094,Cell Associated,∆mas/comp,3.34740605411166,3.32844299765026
MMAR_2644,MMAR_2644,18,9,9,3561.67566888889,1928.91344555556,Cell Associated,∆mas/comp,3.55165436947172,3.285312740365
MMAR_2646,MMAR_2646,18,9,9,17045.6052222222,11091.8827777778,Cell Associated,∆mas/comp,4.23161242592308,4.0450052711805
MMAR_2647,MMAR_2647,18,9,9,26082.4345555556,24669.6382222222,Cell Associated,∆mas/comp,4.41634812635041,4.39216278065128
MMAR_2648,MMAR_2648,18,9,9,57480.9273333333,45729.5992222222,Cell Associated,∆mas/comp,4.75952376594272,4.66019739520662
MMAR_2649,MMAR_2649,18,9,9,7796.07595555556,5316.79781111111,Cell Associated,∆mas/comp,3.89187606170751,3.72565014513864
MMAR_2651,MMAR_2651,18,9,9,4572.25778888889,4707.33387777778,Cell Associated,∆mas/comp,3.66013070841086,3.67277500266907
MMAR_2654,cyp144A4,6,3,3,198.754588,250.618233333333,Cell Associated,∆mas/comp,2.2983171625868,2.39901266421596
MMAR_2655,MMAR_2655,18,9,9,2733.78095555556,1041.32575333333,Cell Associated,∆mas/comp,3.43676371374148,3.0175866091884
MMAR_2656,PE_PGRS50,12,6,6,4623.046245,3986.62817,Cell Associated,∆mas/comp,3.6649282377703,3.600605731211
MMAR_2659,MMAR_2659,18,9,9,6785.11948888889,2564.21488888889,Cell Associated,∆mas/comp,3.83155750017677,3.40895441755041
MMAR_2660,MMAR_2660,12,6,6,2600.77146966667,176.366756666667,Cell Associated,∆mas/comp,3.41510219232539,2.24641672843303
MMAR_2661,MMAR_2661,18,9,9,17738.6898888889,15651.2156777778,Cell Associated,∆mas/comp,4.24892154136736,4.19454807617294
MMAR_2663,malQ,18,9,9,4084.66441111111,3976.65467222222,Cell Associated,∆mas/comp,3.61115638145851,3.59951787902724
MMAR_2664,eccB5,18,9,9,20116.3632777778,28146.3433333333,Cell Associated,∆mas/comp,4.30354946986546,4.44942198095259
MMAR_2665,eccC5,18,9,9,24512.6125555556,24610.3692222222,Cell Associated,∆mas/comp,4.38938960084798,4.39111812934567
MMAR_2666,cyp143A4,18,9,9,5252.54953333333,6849.74176666667,Cell Associated,∆mas/comp,3.72037015664237,3.83567419902152
MMAR_2674,esxM,6,3,3,582.064266666667,858.698566666667,Cell Associated,∆mas/comp,2.76497093846057,2.93384073797817
MMAR_2675,esxN,18,9,9,11698.3093333333,9460.62253333333,Cell Associated,∆mas/comp,4.06812310104026,3.97591971503773
MMAR_2676,MMAR_2676,18,9,9,59093.2805555556,50428.1327777778,Cell Associated,∆mas/comp,4.77153810044891,4.70267288766497
MMAR_2677,eccD5,18,9,9,37707.858,37279.959,Cell Associated,∆mas/comp,4.5764318629492,4.57147542605095
MMAR_2678,mycP5,18,9,9,12048.2058888889,10577.2147777778,Cell Associated,∆mas/comp,4.08092238047385,4.02437132309741
MMAR_2679,eccE5,18,9,9,11930.3812444444,11349.4255,Cell Associated,∆mas/comp,4.07665432210395,4.05497387840187
MMAR_2680,eccA5,18,9,9,19799.8461111111,15969.7450666667,Cell Associated,∆mas/comp,4.29666181483956,4.20329798332548
MMAR_2684,PPE32,6,3,3,61.005545,79.1377653333333,Cell Associated,∆mas/comp,1.78536931129693,1.89838378263579
MMAR_2688,MMAR_2688,18,9,9,2284.96187222222,2586.15076666667,Cell Associated,∆mas/comp,3.35887895765679,3.41265383965604
MMAR_2691,erg3,6,3,3,3637.23273333333,2394.3856,Cell Associated,∆mas/comp,3.56077109087287,3.37919409196305
MMAR_2692,MMAR_2692,6,3,3,605.789003333333,217.452246666667,Cell Associated,∆mas/comp,2.78232138547918,2.33736389905537
MMAR_2693,MMAR_2693,12,6,6,208.829703333333,169.166185,Cell Associated,∆mas/comp,2.31979227151551,2.22831355530121
MMAR_2694,MMAR_2694,18,9,9,5250.75596666667,4195.38026666667,Cell Associated,∆mas/comp,3.72022183455199,3.62277133113142
MMAR_2696,MMAR_2696,18,9,9,2856.56926111111,3860.74931111111,Cell Associated,∆mas/comp,3.45584475853965,3.58667160262489
MMAR_2697,ilvG,18,9,9,22680.6274444444,19251.0995555556,Cell Associated,∆mas/comp,4.3556550648545,4.2844555399366
MMAR_2698,secA2,18,9,9,45775.052,53397.3117777778,Cell Associated,∆mas/comp,4.66062884632819,4.72751939355544
MMAR_2699,pgsA2,6,3,3,207.688253333333,252.53038,Cell Associated,∆mas/comp,2.31741193391218,2.40231363224756
MMAR_2700,MMAR_2700,6,3,3,171.664703333333,262.249683333333,Cell Associated,∆mas/comp,2.23468100731352,2.41871497245504
MMAR_2702,MMAR_2702,16,9,7,169.76786,365.482331428571,Cell Associated,∆mas/comp,2.22985547421281,2.56286638663301
MMAR_2703,gcvH,18,9,9,9669.10669888889,1217.30067555556,Cell Associated,∆mas/comp,3.98538635271136,3.08539786303395
MMAR_2704,MMAR_2704,18,9,9,137684.544444444,187669.201111111,Cell Associated,∆mas/comp,5.13888519196923,5.2733930052532
MMAR_2705,MMAR_2705,18,9,9,2429.775,2745.3678,Cell Associated,∆mas/comp,3.38556605928448,3.43860053560219
MMAR_2706,MMAR_2706,18,9,9,33775.281,35662.6313333333,Cell Associated,∆mas/comp,4.52859897090626,4.55221338402684
MMAR_2707,MMAR_2707,18,9,9,5416.14491111111,3318.02998888889,Cell Associated,∆mas/comp,3.73369027555412,3.52088030692948
MMAR_2708,gcvB,18,9,9,43234.3727777778,30943.1514444444,Cell Associated,∆mas/comp,4.63582916283458,4.49056454288738
MMAR_2710,MMAR_2710,18,9,9,2849.03505555556,2083.17633777778,Cell Associated,∆mas/comp,3.4546977929884,3.31872603388555
MMAR_2711,MMAR_2711,18,9,9,1722.35315555556,2037.4652,Cell Associated,∆mas/comp,3.23612220506416,3.30909019970549
MMAR_2712,MMAR_2712,18,9,9,3708.96447777778,4601.52963333333,Cell Associated,∆mas/comp,3.56925267393822,3.6629022231792
MMAR_2713,glcB,18,9,9,302445.068888889,264989.785555556,Cell Associated,∆mas/comp,5.48064650809679,5.42322913370151
MMAR_2715,MMAR_2715,18,9,9,647.808326666667,1042.84816333333,Cell Associated,∆mas/comp,2.81144652595595,3.01822108059647
MMAR_2716,MMAR_2716,18,9,9,1378.20692444444,1278.90081111111,Cell Associated,∆mas/comp,3.13931442758452,3.10683686280738
MMAR_2717,guaB1,18,9,9,62835.3924444444,51143.9034444444,Cell Associated,∆mas/comp,4.79820433185303,4.70879387151371
MMAR_2718,gnd1,18,9,9,98646.2827777778,67894.6095555556,Cell Associated,∆mas/comp,4.99408072466662,4.83183529514637
MMAR_2719,MMAR_2719,6,3,3,671.955843333333,290.126373333333,Cell Associated,∆mas/comp,2.82734073491877,2.46258720923193
MMAR_2720,MMAR_2720,12,6,6,511.091965666667,633.290153333333,Cell Associated,∆mas/comp,2.70849905392714,2.80160273548312
MMAR_2721,MMAR_2721,18,9,9,13314.1767222222,11547.0976222222,Cell Associated,∆mas/comp,4.12431431714747,4.06247283747037
MMAR_2722,ureA,11,6,5,552.002635,416.15164,Cell Associated,∆mas/comp,2.74194115085099,2.61925161047094
MMAR_2723,ureB,18,9,9,4138.18552222222,1584.84708222222,Cell Associated,∆mas/comp,3.61680995696076,3.19998736462891
MMAR_2724,ureC,18,9,9,7716.90704444444,8018.23707777778,Cell Associated,∆mas/comp,3.88744326889995,3.90407889302806
MMAR_2726,ureG,18,9,9,33843.2324444444,22452.8782222222,Cell Associated,∆mas/comp,4.52947183680616,4.35127202088087
MMAR_2727,ureD,6,3,3,324.552173333333,351.964446666667,Cell Associated,∆mas/comp,2.51128452168934,2.54649879587497
MMAR_2728,ndh,18,9,9,11527.4892777778,10256.8130555556,Cell Associated,∆mas/comp,4.06173472693533,4.01101243997755
MMAR_2729,MMAR_2729,18,9,9,20518.7116666667,16811.0652222222,Cell Associated,∆mas/comp,4.31215008871938,4.22559523309896
MMAR_2730,MMAR_2730,18,9,9,22776.4945555556,29171.5627777778,Cell Associated,∆mas/comp,4.35748688425907,4.46495969575133
MMAR_2733,omt,18,9,9,856.088676666667,714.59668,Cell Associated,∆mas/comp,2.93251875275232,2.85406099414878
MMAR_2734,MMAR_2734,18,9,9,3915.72946222222,1589.35056888889,Cell Associated,∆mas/comp,3.59281267875859,3.20121970170175
MMAR_2735,MMAR_2735,6,3,3,865.774313333333,1590.6378,Cell Associated,∆mas/comp,2.937404696581,3.20157129883619
MMAR_2737,apa,18,9,9,47684.766,49899.914,Cell Associated,∆mas/comp,4.67837965579381,4.69809979713927
MMAR_2739,adhA,18,9,9,8006.02805111111,5620.91757333333,Cell Associated,∆mas/comp,3.90341710743052,3.74980721672703
MMAR_2741,MMAR_2741,18,9,9,12393.8342777778,12561.3939888889,Cell Associated,∆mas/comp,4.09320568475155,4.09903783749744
MMAR_2742,xfp,18,9,9,5744.87863333333,2064.57908333333,Cell Associated,∆mas/comp,3.75928085818873,3.31483152310196
MMAR_2743,MMAR_2743,18,9,9,27492.3572111111,21107.2566666667,Cell Associated,∆mas/comp,4.43921197810791,4.32443179124465
MMAR_2745,MMAR_2745,18,9,9,7703.89522222222,6907.19387777778,Cell Associated,∆mas/comp,3.88671036748094,3.8393016463735
MMAR_2746,MMAR_2746,18,9,9,3267.31442222222,3035.18504444444,Cell Associated,∆mas/comp,3.51419092978169,3.48218517360941
MMAR_2747,MMAR_2747,18,9,9,346.771659,341.700098888889,Cell Associated,∆mas/comp,2.54004359617768,2.53364510448472
MMAR_2749,MMAR_2749,12,6,6,174.235143333333,201.242838333333,Cell Associated,∆mas/comp,2.24113575696559,2.30372043399565
MMAR_2750,MMAR_2750,18,9,9,19699.7504444444,19463.8972222222,Cell Associated,∆mas/comp,4.29446072457341,4.28922980266651
MMAR_2751,lon,6,3,3,238.766566666667,229.023576666667,Cell Associated,∆mas/comp,2.37797351454817,2.359880192773
MMAR_2752,lldD2,18,9,9,5723.27968888889,5891.54797777778,Cell Associated,∆mas/comp,3.75764496980723,3.77022941870565
MMAR_2753,treS_1,18,9,9,1381.28451333333,957.731358888889,Cell Associated,∆mas/comp,3.14028314262228,2.9812437077076
MMAR_2754,ahpD,18,9,9,11850.6599666667,7098.80806666667,Cell Associated,∆mas/comp,4.07374253700439,3.85118543413804
MMAR_2755,ahpC,18,9,9,82956.5665555556,105292.483888889,Cell Associated,∆mas/comp,4.91885076897364,5.02239737097577
MMAR_2757,MMAR_2757,18,9,9,9646.42822222222,9947.43604444444,Cell Associated,∆mas/comp,3.98436653712352,3.99771115559584
MMAR_2758,MMAR_2758,18,9,9,12367.8900111111,9942.97446666667,Cell Associated,∆mas/comp,4.09229561436695,3.99751632415776
MMAR_2759,echA8_6,18,9,9,2755.90217666667,1723.13972822222,Cell Associated,∆mas/comp,3.44026379781909,3.2363204955185
MMAR_2761,bfrA,18,9,9,35713.8174444444,24688.2328888889,Cell Associated,∆mas/comp,4.55283627434422,4.39249000552247
MMAR_2762,MMAR_2762,18,9,9,5913.01966666667,6396.89163333333,Cell Associated,∆mas/comp,3.77180932346226,3.80596899360579
MMAR_2763,glnA3,18,9,9,2801.87054444444,1983.13155555556,Cell Associated,∆mas/comp,3.44744806559207,3.29735152507608
MMAR_2764,MMAR_2764,18,9,9,524.726132222222,453.619465111111,Cell Associated,∆mas/comp,2.71993269331461,2.65669168214801
MMAR_2765,MMAR_2765,18,9,9,2915.94835555556,2925.02446666667,Cell Associated,∆mas/comp,3.4647798279121,3.46612950313406
MMAR_2766,MMAR_2766,18,9,9,204.111895555556,325.655743333333,Cell Associated,∆mas/comp,2.30986831595366,2.51275874188667
MMAR_2768,cyp140A5,18,9,9,5355.02493333333,4887.09095555556,Cell Associated,∆mas/comp,3.72876149727504,3.68905042192735
MMAR_2770,MMAR_2770,18,9,9,1294.30496111111,1532.60243333333,Cell Associated,∆mas/comp,3.11203661584086,3.18542951075636
MMAR_2771,MMAR_2771,18,9,9,12092.8371333333,8657.37482222222,Cell Associated,∆mas/comp,4.08252820382195,3.93738622076309
MMAR_2774,MMAR_2774,12,6,6,577.823063333333,700.294901666667,Cell Associated,∆mas/comp,2.76179487236194,2.84528096458004
MMAR_2775,MMAR_2775,18,9,9,5471.88355555556,4141.03002222222,Cell Associated,∆mas/comp,3.73813684680458,3.61710837912304
MMAR_2777,fbpB,18,9,9,32795.3885555556,27182.1616666667,Cell Associated,∆mas/comp,4.51581278073383,4.43428399112256
MMAR_2778,MMAR_2778,6,3,3,1141.024,516.305116666667,Cell Associated,∆mas/comp,3.05729477935068,2.71290642899665
MMAR_2779,MMAR_2779,18,9,9,1134.04121666667,314.554633555556,Cell Associated,∆mas/comp,3.05462883925319,2.49769608695478
MMAR_2780,MMAR_2780,12,6,6,679.595838333333,485.268948333333,Cell Associated,∆mas/comp,2.83225071069965,2.68598250232097
MMAR_2781,MMAR_2781,18,9,9,2112.78672222222,2828.37664444444,Cell Associated,∆mas/comp,3.32485565889002,3.45153724236392
MMAR_2782,adhC,18,9,9,722.784894444444,575.314626,Cell Associated,∆mas/comp,2.85900906761887,2.75990541506556
MMAR_2783,cyp125A6,18,9,9,2605.47017444444,2805.48873333333,Cell Associated,∆mas/comp,3.41588610603921,3.4480085289436
MMAR_2786,MMAR_2786,18,9,9,22284.6410666667,13507.2557888889,Cell Associated,∆mas/comp,4.34800564340216,4.13056712424035
MMAR_2787,MMAR_2787,18,9,9,809.524184444444,691.890235555556,Cell Associated,∆mas/comp,2.90822982778226,2.8400372015758
MMAR_2789,MMAR_2789,6,3,3,1341.8046,1341.28076666667,Cell Associated,∆mas/comp,3.12768927639899,3.12751969705439
MMAR_2790,MMAR_2790,18,9,9,2072.28877777778,3489.38112777778,Cell Associated,∆mas/comp,3.31645027513525,3.54274840786912
MMAR_2791,MMAR_2791,18,9,9,6321.95472222222,6251.10076666667,Cell Associated,∆mas/comp,3.80085138110188,3.79595649971141
MMAR_2792,MMAR_2792,12,6,6,3698.888545,4020.89532066667,Cell Associated,∆mas/comp,3.56807124534061,3.60432276689833
MMAR_2793,MMAR_2793,18,9,9,2012.42024888889,2640.15115555556,Cell Associated,∆mas/comp,3.30371867852872,3.42162879207606
MMAR_2794,lppD,15,6,9,1288.656325,907.271595555556,Cell Associated,∆mas/comp,3.11013710970635,2.95773731439697
MMAR_2795,MMAR_2795,5,2,3,131.56223,181.999086666667,Cell Associated,∆mas/comp,2.11913122623116,2.26006920855309
MMAR_2796,cinA,18,9,9,8399.29418888889,9012.42956666667,Cell Associated,∆mas/comp,3.9242427928774,3.95484188367173
MMAR_2797,nanT,6,3,3,142.715088333333,531.781643333333,Cell Associated,∆mas/comp,2.15446989065848,2.72573334176457
MMAR_2798,MMAR_2798,6,3,3,10862.32,10522.757,Cell Associated,∆mas/comp,4.03592259280269,4.02212954143539
MMAR_2800,MMAR_2800,15,9,6,712.353586666667,836.60942,Cell Associated,∆mas/comp,2.85269561529541,2.92252275031273
MMAR_2801,aao,18,9,9,16369.1430555556,8691.55726666667,Cell Associated,∆mas/comp,4.21402594416545,3.93909759598021
MMAR_2805,MMAR_2805,6,3,3,1004.88233666667,117.80676,Cell Associated,∆mas/comp,3.00211521247492,2.07117021189815
MMAR_2812,MMAR_2812,9,6,3,147.956085,89.649228,Cell Associated,∆mas/comp,2.17013283112273,1.95254655405678
MMAR_2813,MMAR_2813,12,6,6,1208.40346166667,1281.45873333333,Cell Associated,∆mas/comp,3.08221196070963,3.10770462521072
MMAR_2814,fadB5,18,9,9,9474.92934444444,6185.09357777778,Cell Associated,∆mas/comp,3.97657598007206,3.79134627470161
MMAR_2815,MMAR_2815,3,0,3,NA,154.750756666667,Cell Associated,∆mas/comp,0,2.18963278121626
MMAR_2819,MMAR_2819,15,9,6,746.767133333333,393.447449333333,Cell Associated,∆mas/comp,2.87318519555707,2.5948867341827
MMAR_2821,aceAb,18,9,9,247186.305555556,171503.084444444,Cell Associated,∆mas/comp,5.39302440660125,5.23427193513772
MMAR_2824,MMAR_2824,18,9,9,2964.62081111111,1120.61433555556,Cell Associated,∆mas/comp,3.47196915295383,3.04945617391671
MMAR_2825,MMAR_2825,18,9,9,53441.39,57890.994,Cell Associated,∆mas/comp,4.7278777455281,4.76261100655435
MMAR_2826,MMAR_2826,17,8,9,1078.3186795,1214.77972444444,Cell Associated,∆mas/comp,3.03274712847158,3.08449753461651
